id,text,label
6630,"واقعا هارد خوبيه توي جيب عقب هم ميشه بذاريش و خيلي هم سبکه 
ايني که من خريدم ساخت مالزيه ولي جنس روش اونقدرا که فکر ميکردم براق نيست",1
6631,تو بازار جهاني هارد وسترن ديجيتال و سيگيت جزو بهترين ها هستند و با هم رقابت دارند خدمات گارانتي شرکت ها نشون ميده تعداد هاردهاي وسترن ديجيتال که به بخش گارانتي ميان خيلي کمتر از ديگر هاردهايي نظير adata مي باشد adata فقط توي ايران اين همه طرفدار داره شايد به خاطر چيني بودنشه از نظر کيفيت و دوام و سرعت انتقال داده بهترين انتخاب وسترن ديجيتال است بدون تعصب به مارک و .,1
6632,اگر قصد خريد هارد اکسترنال داريد وسترن ديجيتال و در مرحله بعد سيگيت بهترين گزينه هستند,1
6633,من حدود هفت ماهي هست که اين هاردو از ديجي کالا تهيه کردم وتا الان بدون هيچ عيب و نقصي برام کار کرده.,1
6634,اگر بخوام اين هارد رو با محصولات و برندهاي ديگه مقايسه کنم بدون شک اين محصول رو در رده اول قرار ميدم.,1
6635,"حالا ميخوام چندتا از بهترين مزيتاشو واستون بگم:
1-از سرعت بسيار عالي برخوردار(به دليل استفاده از usb3) 
2-موقع عدم انتقال داده هارد به صورت standbye درمياد که ميشه گفت تنها هارديه که اين مزيتو داره
3-به دليل نرم افزاري که روش نصبه امکان رمزگذاري فراهمه
4-درسته که اين هارد ضد ضربه نيست ولي من تا الان بيشتر از7تا8 بار روي زمين سخت افتاده وتا الان هيچ مشکلي براش پيش نيومده
بطور کل بايد بگم که اگه دنبال يه هارد کامل و خوب ميگرديد بدون شک همين رو انتخاب کنيد",1
6636,من يک ماهي ميشه خريدمش هارد بسيار خوبيه ارزش خريدن رو داره وزن کم و مخصوصا اينکه موقع بيکار بودن هارد روي استند باي ميره و موقع باز کردن هارد دوباره شروع به کار ميکنه بدون کسري از ثانيه واقعا خوبه ,1
6637,من اين محصول رو توي تخفيف خريدم خيلي عالي و ظريفه.,1
6638,بسته بندي خيلي عالي از ديجي کالا شده بود.,1
6639,"اين هارد ضد ضربه و ضد آب نيست 
و سرعت انتقال داده 107 و 109 که ADATA داره رو نداره!",-1
6640,"ADATA رو حتما مقايسه کنيد 
",0
6641,منم اين هارد رو خريدم.,0
6642,"عاليه
ديجي کالا کارت حرف نداره",1
6643,ممنون از سايت خوبتون,1
6644,"با سلام 

من اين هارد رو توي تخفيفات سفارش دادم .",0
6645,امروز به دستم رسيده و دارم تست مي کنم.,0
6646,"واقعاً هارد خوبيه سرعتش مناسبه - وزن و ضخامتش کمه 
تا الان که مشکلي نداشته پس از تمام تستها اطلاعات بيشتري در اختيارتون ميذارم.",1
6647,هارد خيلي خوبيه ؛ من واقعا راضيم و هيچ مشکلي باهاش ندارم .,1
6648,تا به امروز هر چي از ديجي کالا خريدم با کيفيت بوده و راضي بودم .,1
6649,منم ميخوام از اين بخرم.,0
6650,"من از جاي ديگه اي خريدم ولي الان که مي بينم ديجي کالا هم داره خيلي پشيمونم چون خيلي ارزونتر داره ميفروشه 
کارايي اش هم خيلي بالاست",-1
6651,يکي ازمزاياي هاردهاي WD usb3 اينه که موقع عدم انتقال داده،  هارد به حالت sleep ميره که مزيت بزرگيه و باعث عدم استهلاک و مصرف پايين انرژي ميشه.,1
6652,دوم اينکه اگر هارد بر اثر مجاورت با يک منبع گرمايي مانند گيرنده هاي ديجيتال بيش ازحد گرم بشه به طور اتوماتيک خودش از کار ميفته و از سوختن و گرماي بيشتر جلوگيري ميکنه.,1
6653,موردي که بايد در مورد هاردها دقت کنيم استفاده درست از کابل اينگونه هاردهاست .,0
6654,چون در اثر استفاده ناصحيح پين هاي mini usb خود کابل دچار مشکل ميشه و باعث قطع و وصل مکرر و آسيب هارد ميشه و مجبوريم کابل ديگه اي تهيه کنيم.,-1
6655,من هفته پيش خريدم.,0
6656,واقعا محشره.,1
6657,فقط ميتونم بگم فوق العاده ست.,1
6658,مخصوصا برنامه اي که روي خودش داره عاليه.,1
6659,پشتيباني ديجي‌کالا خيلي خوب در مورد خريد راهنماييم کرد و اين هارد رو خريدم.,1
6660,در کل ازش راضيم تا وقتي که سرو کارم به سازگار افتاد با خدمات ضعيفش.,0
6661,مشکل اينه که وقتي هارد رو وصل مي‌کنم ۲ تا بيپ مي‌کنه و مدام چشمک مي‌زنه ولي وصل نمي‌شه (اين طور که از سرچ کردن فهميدم مشکل ضعيف بودن سيمکشي داخلي دارن که خيلي جدي نيست و سريع درست مي‌شه) زنگ زدم به سازگار،  اول گفتن مشکلي نيست و سريع حل مي‌شه اما وقتي بردمش براي تعمير نه تنها هزينه اي براي بررسي (!,-1
6662,) مشکل گرفتن که آخر هم هارد رو بهم ندادن و گفتن زنگ مي‌زنن.,-1
6663,من نمي‌فهمم اصلا براي چي بايد پول بيش‌تري بدم براي همچين گارانتي‌.,-1
6664,در يک کلام ، فوق العادست.,1
6665,من تازه اين هاردو خريدم واقعا پرسرعته و حرف نداره.,1
6666,اما با همه ي بي صداييش وقتي دست روش ميذارم تق تق ميکنه که اينم مربوط به هد ميشه و فکر نکنم مشکل بزرگي باشه.,1
6667,در کل مرسي ديجي کالا,1
6668,کوچک.,1
6669,زيبا و شيک.,1
6670,بدون دردسر تو جيبم جا ميشه,1
6671,من اين هاردو نخريدم اما دوستم داره و خيلي ازش راضي هستيم.,1
6672,درضمن ما عاشق دي جي کالا هستيم چون هميشه بهترين ها رو به ما معرفي ميکنه.,1
6673,از اصلاح کردن قيمت ممنونم.,1
6674,تنها سايت مطمئن و مردمي فقط **دي جي کالا**,1
6675,ظريف و دوس داشتني.,1
6676,"پر سرعت
",1
6677,فقط ميتونم بگم که پشتيباني اين سايت خيلي خوبه,1
6678,سلام ،  من اين هارد رو يکماه پيش خريدم خيلي ظريفه ولي گارانتي خيلي خوبي داره از گارانتي اون مطمئن باشيد چون از دستم افتاد و سازگار يک دستگاه نو به من داد.,1
6679,من به تازگي اين هارد رو تهيه کردم واقعاً از نظر کوچک بودن و ظرافت حرف نداره از نظر سرعت و امنيت هم خيلي خوب هست و تا حالا همچين هاردي نخريده بودم که اينقدر منو راضي کنه اونقدر کوچيکه که اگه بزاري تو جيب معلوم نيست خيلي باحاله ممنون دي جي کالا,1
6680,منم اين هارد رو دوشنبه سفارش دادم و چهارشنبه رسيد دستم .,0
6681,فعلا که ازش راضيم .,1
6682,همه چيش عاليه .,1
6683,ممنون DigiKala .,1
6684,"من  اين هارد رو گرفتم و خيلي راضيم اندازش از کف دست کوچيک تره که اين خودش کلي ارزش داره عاشق دي جي کالا هستم 

",1
6685,بدون شک يکي از کوچيک ترين هارد هاي اکسترناليه که تا حالا داشتم.,1
6686,طراحي بسيار جالبي داره ،  داراي سرعت انتقال عالي ،  نرم افزارهاي کارامد و پشتيباني از يو اس بي 3 هست و اين امکانات در کنار گارانتي سازگار مي تونه تضمين کننده کيفيت اين هارد باشه ..,1
6687,اولين بار است که مارک وسترن ديجيتال رو خريدم و منو کاملا راضي کرد .,1
6688,من اين هارد رو 4 روزه خريدم سرعتش خوبه.,1
6689,اندازش خيلي کوچيک و شيکه به راحتي تو جيب جا ميشه.,1
6690,استقامتشم خوبه وقتي تو دست ميگيريش کيفيت ساخت رو حس ميکني اگر دنبال يه هارد بي دردسر ميگردين از لحاظ اندازه و سرعت و استقامت اين عاليه.,1
6691,ممنون digikala,1
6692,از همه نظر هارد خوبيه.,1
6693,زيبا و کوچيک و 1TB جا و امکانات امنيتي و بک‌آپش.,1
6694,همش خيلي عاليه,1
6695,"من اين هارد رو سه روز پيش سفارش دادم امروز رسيد دستم سرعتش عاليه, نرم افزاري که روي خودش هست خيلي به کار مياد اگر به دنبال يه هارد همه چي تموم ميگردين اين عاليه شک نکنين.",1
6696,مرسي digikala  ,1
6697,فوق العاده بود.,1
6698,من تهيه کردم ،  هم کوچک و هم زيبا.,1
6699,عالي بود,1
6700,"چه شانسي آوردم خريدم
I love U digi kala
",1
6701,منم  امروز براي اولين بار از ديجي کالا خريد کردم   .,0
6702,"من تو پيشنهاد قبلي اين هارد رو خريدم، 
حرف نداره،  عــالـيـــه، 
هر شب پيشنهاد ويژه رو چک ميکنم",1
6703,"هارد واقعا عاليه
از کف دست کوچيکتر و با کارايي و سرعت بالا.",1
6704,بخصوص اينکه U3 هم ساپورت ميکنه.,1
6705,بهترين وسيله براي نگه داشتن بکاپ با امنيت بالا با استفاده از نرم افزاري که تو خودش داره.,1
6706,"عاشق پيشنهاد هاي ويژه هستم
ممنون",1
6707,اينم مثل شرکت هاي ديگه در زمينه تکنولوژي ميمونه!,0
6708,مثلا کانن يا نيکون.,0
6709,اين هارد که الان پيشنهاد ويژه شده.,0
6710,با توجه به رشد قيمت و ارز و غيره.,0
6711,خريده خيلي خوبيه.,1
6712,اگر با Seagate Backup plus 1TB که چند هفته پيش اونم پيشنهاد ويژه بود و يکي ازش خريدم ،   مقايسه کنيم..,0
6713,از لحاظ پرفرمنس و سرعت و دماي کاري سيگيت بهتره.,1
6714,چون در دلش ديسکهاي ساخت سامسونگ رو داره.,0
6715,مصرف برق در وسترن در حالت بيکار کمتره و همچنين از لحاظ نرم افزاري که روي خود هارد هست وسترن 1 سر و گردن بالا تر از سيگيته!,1
6716,در عوض سيگيت ميتونه با تبديل آداپتور هم تاندربولت رو جواب بده و هم فايرو 800!,0
6717,در ضمن ميتونين به عنوان هارد ديسک اينترنال هم ازش استفاده کنين!,1
6718,اگر دنبال يک هارد ديسک براي انتقال داده هاتون با اندازه خيلي مناسب و کوچک و امنيت بالا هستين وسترن رو بگيريد.,1
6719,اگر پرفرمنس قطعه براتون اهميت داره آينده نگري ميکنين سيگت انتخاب بهتر و بروز تريه!,1
6720,در آخر ميگم اگر هارد ديسک اکسترنال نياز دارين،  شک نکنين و بخريدش!,1
6721,تکليفم روشن شد که بالاخره بعنوان بهترين انتخاب بخرمش.,1
6722,اين هارد رو من چندروز پيش خريدم و جز خوبي چيزي نداره.,1
6723,بي صداست.,1
6724,کل رابطش فقط يه کابل USB3 هست و ظاهر بسيار شيک و خوشگلي داره.,1
6725,خب اين از ظاهر کار حالا از باطنش بگم..,0
6726,فوق العاده سريعه.,1
6727,اصلا کند نيست.,1
6728,در واقع نگراني من اين بود که نکنه واسه يدونه کپي پيست چند گيگي نيم ساعت زمان ببره اما بايد بگم اين هارد کل نگرانيمو برطرف کرد.,1
6729,داخلش پک نرم افزاري وسترن ديجيتال هست که براي شخصي سازي بيشتر کنترل هارد ميتونيد نصبشون کنيد.,0
6730,موقع خريد گزينه‌ هاي زيادي بود اما با يه سبک سنگين معمولي نتيجه ي قطعي شد که اينو بخرم.,0
6731,نسبت به قيمتش و هم رده هاش شک نکنيد اين بهترينه.,1
6732,حمل و نقلشم واقعا آسونه آخه خيلي جمع و جوره و کوچيکه.,1
6733,راحت ميشه گذاشتش تو جيب داخلي کت يا کاپشن و اينور و اونور بردش.,1
6734,اصلانم نگران آويزون شدن جيبتون نباشيد چون سبکه.,1
6735,در نهايت بايد بگم ديجي کالا کارش درسته و ميدونه چي معرفي کنه,1
6736,-- يک ترابايت فضا بدون نياز به آداپتور                                                                     -- حداکثر سرعت انتقال داده  ‍‍پنج گيگابيت در ثانيه = ۶۲۵ مگابايت در ثانيه(دقت کنيد که اکثر هارد اکسترنال هاي موجود در بازار حداکثر سرعت حدود ۶۰۰ مگابيت دارند که معادل ۷۵ مگابايت در ثانيه است.,0
6737,اين يکي از بهترين نقاط قوتشه)                                                                                                                              -- داراي سيستم امنيت نسبتا قوي (پسورد انتخابي شما هش ميشه تا توسط ديگران قابل بازخواني نباشه.,1
6738,در عين حال خود شما به راحتي ميتونين اونو بازيابي کنين)                                                                              -- فقط موقع فعاليت يه کم لرزش داره و حرارت نسبتا زيادي داره(پس بهتره وقتي دارين کپي ميکنين روي يک جاي نرم قرارش بدين),0
6739,طراحی و ساخت از نظر طراحی و کیفیت ساخت،  می‌توان گفت که هواوی در مورد این تبلت سنگ تمام گذاشته است.,1
6740,یک دستگاه خوش ساخت،  شکیل و بسیار با کیفیت که از این نظر حتی می‌توان گفت در مواردی از تبلت های سامسونگ نیز با کیفیت‌تر به نظر می‌رسد.,1
6741,ابعاد 176×257 میلی متری برای یک تبلت 10.1 اینچی ابعاد کاملا متناسبیست و وزن 580 گرمی آن به همراه قطر 8.8 میلی متری یک مزیت.,1
6742,اگر وزن این تبلت را با تبلت های مشابه مانند Note 10.1 با 597 گرم،  Nexus 10 با 600 گرم،  TF700 با 586 گرم و یا حتی آیپد4 با 650 گرم مقایسه نمایید متوجه گفته ما خواهید شد.,0
6743,در جلوی تبلت و طرفین صفحه نمایش،  تنها دوربین دوم را مشاهده می‌نمایید و این تبلت از هر گونه کلید فیزیکی برای کنترل اندروید عاری است.,0
6744,تنها بر روی لبه سمت راست دستگاه،  کلیدهای پاور و کنترل صدا قرار دارند.,0
6745,در قسمت زیرین تبلت درگاه اتصال کابل جهت انتقال اطلاعات و شارژ و دو شکاف که برای اتصال داک است تعبیه گشته‌اند.,0
6746,بر روی لبه سمت چپ دستگاه،  جک 3.5 میلی متری هدفون و در آخر بر روی ضلع چهارم یا بالایی دستگاه نیز شکاف قرار گیری کارت حافظه ( به همراه سیم کارت در مدل‌های سیم کارت خور ) که البته توسط درپوشی محفوظ گردیده قرار گرفته است.,0
6747,بر روی قاب پشتی تبلت نیز دوربین به همراه فلاش LED و بلندگوها جاسازی شده‌اند که با وجود قاب سفید رنگ دوربین،  نمای پشتی تبلت نیز بسیار زیبا و شکیل گشته است.,1
6748,صفحه نمایش اما می‌رسیم به مزیت اصلی این تبلت بر دیگر تبلت های موجود در بازار یعنی صفحه نمایش آن .,1
6749,صفحه نمایش موجود بر روی MediaPad 10 یک صفحه نمایش 10.1 اینچی از نوع IPS می‌باشد که قابلیت نمایش 16 میلیون رنگ را داراست و در کمال شگفتی،  رزولوشن 1200×1920 را ارائه می‌نماید که تا به این تاریخ در بین تبلت های اندرویدی بی رقیب است.,1
6750,این رزولوشن،  باعث می‌گردد تراکم پیکسلی این صفحه نمایش 226ppi باشد که بسیار مناسب است.,1
6751,به دلیل وجود پنل IPS بر روی این صفحه نمایش،  عملکرد آن در زوایای مختلف نیز بسیار مناسب و قابل قبول است.,1
6752,در ضمن،  در شرایط نوری قوی و در زیر نور مستقیم آفتاب نیز برای کار با MediaPad 10 مشکلی نخواهید داشت.,1
6753,بر روی این صفحه نمایش نیز محافظ Corning Gorilla Glass وجود دارد که وظیفه مراقبت از صفحه نمایش در برابر خش را بر عهده دارد.,0
6754,با وجود قابلیت پشتیبانی صفحه نمایش این تبلت از دستورات چند لمسی نیز،  برای انجام چندین لمس همزمان با تاخیری مواجه نخواهید شد.,1
6755,در کل،  عملکرد صفحه نمایش MediaPad 10 به واقع ما را خشنود نمود.,1
6756,بعد از مدت‌ها از یک کمپانی به غیر از اپل و ایسوس و سامسونگ،  تبلتی با صفحه نمایش بسیار خوب مشاهده نمودیم.,1
6757,سخت افزار هواوی برای تبلت خود،  سخت افزاری قدرتمند را در نظر گرفته است.,1
6758,یک پردازنده چهار هسته ای از نوع Cortex-A9 با فرکانس 1.2 گیگاهرتز به همراه یک گیگاهرتز حافظه رم و پردازشگر گرافیکی بسیار قدرتمند،  تشکیل دهنده سخت افزار این تبلت می‌باشند.,1
6759,هواوی برای تبلت خود از چیپ K3V2 استفاده نموده است که ساخت‌های سیلیکون می‌باشد و در تعدادی از گوشی‌های هواوی نیز استفاده شده است.,0
6760,با وجود این مشخصات،  تمامی دستورات در MediaPad 10 به سرعت و بسیار روان اجرا می‌گردند.,1
6761,لازم به ذکر است که نسخه جهانی این تبلت دارای پردازنده 1.4 گیگاهرتزی و 2 گیگابایت رم می‌باشد که این نسخه وارد ایران نشده و نسخه حاضر دارای 1 گیگابایت رم و پردازنده 1.2 گیگاهرتزی است.,0
6762,با این حال،  در هنگام کار با این دستگاه به راحتی می‌توانید به عملکرد کم نقص آن پی ببرید.,1
6763,این دستگاه در سه ظرفیت 8،  16 و 32 گیگابایتی تولید گردیده که با وجود قابلیت پشتیبانی آن از کارت حافظه جانبی،  می‌توان تا 32 گیگابایت دیگر نیز به آن افزود.,1
6764,نرم افزار سیستم عامل به کار رفته بر روی این تبلت نسخه 4.0 از سیستم عامل قدرتمند اندروید می‌باشد.,1
6765,رابط کاربری استاندارد اندروید نیز به شما کمک می‌کند تا به راحتی با آن کار کنید.,1
6766,برای باز کردن قفل صفحه نمایش،  کافیست انگشت خود را بر روی صفحه نمایش به سمت راست بکشید.,0
6767,همچنین در جهت‌های دیگر نیز میانبر های دیگری مانند دوربین،  گالری تصاویر و ایمیل وجود دارد که کافیست انگشتتان را به جهت هر یک از آن‌ها بکشید.,0
6768,در گوشه سمت چپ بالای صفحه نمایش یک آیکون گوگل مشاهده می‌نمایید که در واقع یک میانبر برای دسترسی سریع به سایت گوگل می‌باشد.,0
6769,همچنین در سمت مقابل آیکون افزودن به صفحات زمینه قرار دارد.,0
6770,جالب است که خبری از صفحه برنامه‌ها نیست و برای دیدن همه برنامه های موجود بر روی تبلت،  باید در همین صفحات اصلی به جستجو بپردازید.,0
6771,مرورگر اینترنت همان مرورگر استاندارد اندروید است که کارایی مناسبی دارد.,1
6772,با وجود فلش پلیر که به صورت پیش فرض بر روی آن قرار دارد،  مشکلی برای مشاهده فیلم‌ها و بازی‌های فلش نخواهید داشت.,1
6773,موزیک و ویدیو پلیر موجود به خوبی فایل‌های مورد نظر شما را در اکثر فرمت ها پخش خواهد کرد.,1
6774,بلندگوها نیز دارای کیفیت بسیار خوبی هستند که وضوح خوبی را در اختیار کاربر قرار می‌دهند.,1
6775,و در نهایت،  برنامه‌هایی مانند ماشین حساب،  تقویم،  صندوق پست الکترونیکی،  ضبط صدا،  DLNA،  بازی Fruit Ninja،  بازی جت اسکی،  نرم افزار Kingsoft Office،  فیس‌بوک،  Twitter و چند برنامه دیگر بر روی سیستم عامل MediaPad 10 FHD به صورت پیش فرض قرار دارد.,0
6776,در کل،  سرعت عمل سیستم عامل با کمک سخت افزار قوی،  خوب و حرکت در منوها روان صورت می‌پذیرد.,1
6777,اما با وجود امکانات مختلف ارتباطی بر روی این تبلت مانند4G،  Wi-Fi،  3G و GPRS،  به راحتی و با حداکثر سرعت می‌توان به مرورگری اینترنت پرداخت.,1
6778,سیستم عامل نیز در این زمینه هیچ مانعی برای لذت بردن از گشت و گذار در دنیای اینترنت ایجاد نمی‌نماید.,1
6779,همچنین نسخه 3 از فناوری بلوتوث و فناوری DLNA نیز بر روی این تبلت وجود دارد.,0
6780,از دیگر موارد لازم به ذکر،  وجود یک نوار شبیه به نوارNotification در سمت راست پایین صفحه نمایش است که می‌توان از داخل آن به راحتی به بلوتوث و دیگر ملزومات تبلت دسترسی داشت.,1
6781,در ضمن،  یک پکیج از نرم افزار های کاربردی ساخت گوگل نیز در اختیار کاربران هواوی مدیاپد 10 قرار دارد که برنامه‌هایی مانند Gmail،  Google Plus،  YouTube،  Google Maps،  Google Chrome و غیره را شامل می‌شود.,1
6782,دوربین هواوی در MediaPad 10 یک دوربین 8 مگاپیکسلی قرار داده است.,0
6783,در حقیقت می‌توان به جرات گفت که کمتر تبلتی در بازار وجود که دوربینی به خوبی دوربینMediaPad 10 FHD  داشته باشد.,1
6784,با این دوربین امکان عکاسی در حالت‌های پیاپی،  HDR،  Panorama و عکاسی در شرایط نوری ضعیف را خواهید داشت.,0
6785,در ضمن،  یک دوربین 1.3 مگاپیکسلی نیز برای انجام مکالمات تصویری وجود دارد که برای این منظور بسیار مناسب و با کیفیت است.,1
6786,در کل،  با اینکه عکاسی با تبلت را همواره جزو موارد غیر ضروری نامیده‌ایم،  ولی در مورد این دستگاه برای کسانی که علاقه‌مند به عکاسی نیز هستند،  هواوی شرایطی را فراهم نموده است که کاملا آن‌ها را راضی خواهد نمود.,1
6787,باتری باتری استفاده شده در این تبلت یک باتری لیتیوم پلیمری 6600 میلی آمپر ساعتی است.,0
6788,این باتری تا حدود 7 ساعت کار ممتد با دستگاه را پشتیبانی می‌نماید.,1
6789,جمع بندی کمپانی چینی هواوی یک بار دیگر با ارائه این محصول به بازار،  قدرت و توانایی خود در ارائه محصولات با کیفیت را به اثبات رسانید.,1
6790,این تبلت در کنار سه تبلت دیگر 7 و 10 اینچی هواوی،  همگی نمایندگانی شایسته برای هواوی در بازار هستند که از اعتبار این کمپانی چینی دفاع می‌نمایند.,1
6791,وجود سخت افزار بسیار قدرتمند،  صفحه نمایش شگفت انگیز FullHD،  دوربین‌های بسیار با کیفیت و طراحی بسیار خوب در کنار سیستم عامل محبوب اندروید 4،  باعث می‌گردد این تبلت نیز به یک گزینه خوب برای طرفداران تبلت های سطح بالا تبدیل گردد که در این سطح قیمت تقریبا بی رقیب نیز به نظر می‌رسد.,1
6792,ضمن اینکه برای این تبلت امکان تهیه داک کیبورد به صورت جداگانه نیز وجود دارد که این نیز یک مزیت دیگر این دستگاه به شمار می‌آید.,1
6793,سلام دوستان من اين تبلتو يک هفته اي هست که از ديجي کالا خريدم اولا بايد تشکر ويژه اي داشته باشم از اين مرکز خريد بعدشم بايد در مورد اين تبلت بگم که معرکه هست عاليه,1
6794,من اين تبلت رو از طريق همين سايت خريدم.,0
6795,صفحه نمايشش زير نور اصلاً معلوم نيست باتريش هم ضعيفه موقع مرور اينترنت هم يه ذره گير ميکنه صداي اسپيکرهاش هم ضعيف ولي با کيفيته.,-1
6796,در عوض بي نهايت زيباست کيفيت دوربينش هم خوبه,1
6797,به نظر من که معرکه هستش هيچ جاي حرفي باقي نذاشته,1
6798,تبلته فوق العاده خوبيه از همه لحاظ منو ساپورت کرده ولي حيف که تبديل usb نداره.,1
6799,"در مورد تبلت چند نکته بايد بگم اول کيفيت تصوير واقعا عاليه واضحا از سامسونگ تب بهتره دوم دوربينش هست که بر خلاف گفته بعضي دوستان کيفيت خوبي داره و حتي از دوربين ٨ 
مگا سوني اکسپريا بهتره.",1
6800,و در مورد عملکرد و سرعت اجرا برنامه ها هم فعلا خوبه در کل نسبت به قيمتش واقعا مي ارزه,1
6801,سلام دوستان من اين تبلت رو امروز گرفتم خيلي عاليه.,1
6802,cpu چهار هسته اي با 1.4 گيگاهرتز و رم 2 گيگا بايت خيلي عالي هيچ ضعفي در اون نديدم ,1
6803,من اين تبلتو دارم.,0
6804,از لحاظ باتري واقعا عاليه.,1
6805,نميدونم چرا باتريش جزو نقاط ضعفش اومده.,0
6806,نسبت به سامسونگهاي همرده يه سر و گردن بالاتره و واي فاي خيلي قوي داره.,1
6807,نسبت به قيمت و کارايي بسيار عاليه من پسر عموم خريده خيلي راضيه ازش.,1
6808,منم ميخرمش!,0
6809,سلام دوستان من اين تبلتو امروز خريدم فعلا نظري ندارم فقط از ديجي کالا ممنونم چون خيلي سريع يعني 1 روزه رسوندش اراک,1
6810,منم يه هفته ست اين تبلت رو از ديجي کالا گرفتم.,0
6811,"واقعا از کار کردن با اون لذت ميبرم از ديجي کالا هم بخاطر تعهد و امانتداري و برخورد خوب پرسنلش سپاسگزارم
راستي الان هم دارم با تبلتم کامنت ميذارم.",1
6812,من 2 هفته اي هست که اين تبلت رو گرفتم فقط يه چيز در مورد اين تبلت ميگم و اون هم کلمه عالي منظورم از همه لحاظه اونايي که تبلتي ميخوان که از سامسونگ بهتره باشه و قيمت مناسبتري داشته باشه تو خريد اين تبلت شک نکنن .,1
6813,با سلام به همه عاشقان تکنولوژي.,0
6814,من از اين تبلت خريدم مهمترين نکته اينکه از نظر من باطريش ضعيف است بعد يک ماه استفاده از اين تبلت و مقايسه آن با تبلت رفقا پيشنهاد ميکنم اين تبلت نخريد cpu آن فقط اسمش چهار هسته اي و به نسبت ايسوس و سامسونگ واقعا ضعيف است عرايض بنده را فقط وقتي متوجه ميشويد که در عمل کارايي اين تبلت با يکي دو برند معتبر مقايسه کنيد به هر حال انتخاب با خودتونه شايد بهتر باشه کمي صبر کنيد و يه تبلت بهتر بخريد.,-1
6815,دوستان من تا حالا با تبلت هاي زيادي کار کردم .,0
6816,اين تبلت خيلي عاليه و رقباش ايپد و نوت ١٠ و البته تو بيشتر موارد از نوت بهتره و کاملا ارزش خريدنو داره .,1
6817,و البته يه عيب کوچولو هم داره که اونم کاهش جزئي فريم هنگام باز کردن بازي هايي مثل most wantedو.,-1
6818,وجود داره که البته اشکال يا ضعفي در سخت افزار وجود نداره و علت اينه که ديتاي گرافيک اين تبلت کمه و اين اتفاق وقتي ميوفته  که بازي را با ديتاي گرافيک هاي ديگه نصب ميکنيم و البته يه خورده به خاطر رزولوشن بالاي اين تبلت هست که کاهش فريم به وجود مياد که با اورکلاک کردن gpu کاملا حل ميشه.,1
6819,و در اخر بگم تا تاريخ ثبت اين نظر هيچ تبلتي از مدياپد ارزش خريد بيشتري نداره.,1
6820,سلام دوستان اين بهترين تبلت توي اين رنج قيمت هست و با امکانات عاليش مثل:پردازنده 4هسته با فرکانس 1.4 و رم 2 گيگ و صفحه نمايش فول اچ دي و دوربين قدرتمند با سنسور 8 مگا و قابليت فيلم برداري فول اچ دي با 30 فريم بر ثانيه واقعا ارزش خريد بسيار بالايي داره من که به زودي مي خرمش,1
6821,باور کنيد دوستان با اين قيمت و اين امکانات فوق العادست,1
6822,این دوربین فیلم برداری،  با طراحی به رنگ خاکستری همراه شده است.,0
6823,کانن در طراحی آن خیلی استاندارد عمل کرده است.,1
6824,در قسمت بالای دوربین می‌توانیم دکمه‌ی پاور،  دکمه‌ی شاتر و اهرم زوم را ببینیم.,0
6825,با باز کردن نمایشگر،  پورت های USB،  HDMI و شیارهای دوقلوی کارت حافظه‌ی SD دیده می‌شوند.,0
6826,"این در حالیست که دکمه های Play,Video Snap,Auto و Battery info در کنار آن‌ها قرار گرفته اند.",0
6827,پورت های Component out،  AV out و DC Power در قسمت سمت راست هستند.,0
6828,قسمت پشت دوربین هم جایی است که دکمه‌ی Rec دیده می‌شود.,0
6829,این دوربین فیلم برداری با باتری لیتیوم-یونی قابل تعویض همراه شده است.,1
6830,ولی اگر می‌خواهید که باتری را خارج از دوربین شارژ کنید باید یک شارژر جداگانه خریداری کنید.,0
6831,کیفیت ساخت این دوربین یکی از بهترین هاست.,0
6832,لولایی که نمایشگر را نگه می‌دارد کاملا مستحکم است و دکمه‌ها نیز بازخورد خیلی خوبی دارند.,1
6833,با وزن تنها 270 گرم نیز یکی از سبک وزن ترین‌ها می‌باشد.,1
6834,این دوربین با یک سنسور تصویر 1/4.85 اینچی HD CMOS  همراه شده است که توانایی عکاسی با رزولوشن 3.05 مگاپیکسل را فراهم می‌کند.,0
6835,همچنین مجهز به لنز با توانایی زوم اپتیکال 20 برابر نیز می‌باشد.,1
6836,بعلاوه نمایشگر 3 اینچی آن نیز از نوع لمسی Resistive است.,1
6837,HD R206 می‌تواند با کیفیت 1080p Full HD در فرمت AVCHD و با صدای استریو Dolby Digital فیلم برداری کند.,1
6838,"کانن بر روی این دوربین مودهای فیلم برداری مختلفی چون Portrait, Sports, Snow, Beach, Sunset, Night, Low Light, Spotlight, Fireworks را به کار برده است.",0
6839,مثلا وقتی دوربین را بر روی مود Smart Auto می‌گذارید،  به صورت خودکار توانایی نوع صحنه،  میزان نور محیط و دیگر پارامترها را دارد تا تنظیمات را بر روی بهترین حالت قرار دهد تا با کیفیت ترین تصویر بدست آید.,0
6840,یکی از مهم ترین مسائل در دوربین های فیلم برداری،  اینترفیس دیجیتالی آن‌ها می‌باشد.,0
6841,اینکه کار کردن با منوها از طریق نمایشگر چقدر ساده و یا چقدر مشکل است.,0
6842,منوها خیلی استاندارد می‌باشند و پیش از این شبیه به آن را بر روی دوربین های فیلم برداری پیشین کانن هم دیده بودیم.,1
